win_idx,label,acc_v,acc_m,acc_u,acc_mv,acc_ds_eq,acc_ds_static,P_v,P_m,P_u
462,0,1.0,1.0,1.0,1.0,1.0,1.0,6.6026073e-11,0.0029654707470973454,0.14965196190305408
463,0,1.0,1.0,1.0,1.0,1.0,1.0,3.8211704e-12,0.003906632220053414,0.0918442742657936
464,1,1.0,1.0,0.7333333333333333,1.0,0.0,0.0,1.0,0.6512733864404453,0.3692753423037312
465,0,1.0,1.0,0.6,1.0,0.0,0.0,1.8344363e-05,0.48693286407195785,0.20903925002604615
466,0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,1.851972e-11,0.0076943189392741345,0.1589509972400119
467,0,1.0,1.0,1.0,1.0,1.0,1.0,3.1115485e-11,0.004438831155507315,0.12590033872051107
468,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0029783696,0.004289135980836859,0.13157229507675014
469,0,1.0,1.0,1.0,1.0,1.0,1.0,6.3831346e-10,0.004564827162264902,0.11368387279556826
470,0,1.0,1.0,0.9833333333333333,1.0,1.0,1.0,0.017631881,0.003353570191927661,0.1548294960594497
471,1,1.0,1.0,0.43333333333333335,1.0,0.0,1.0,1.0,0.9833905976312783,0.4179557658986709
472,1,1.0,1.0,0.6,1.0,0.0,1.0,1.0,0.9999561884033702,0.5313344895291197
473,1,1.0,1.0,0.5333333333333333,1.0,0.0,1.0,1.0,0.9996768031180289,0.4562984135989983
474,1,1.0,1.0,0.4166666666666667,1.0,0.0,1.0,1.0,0.999197881844575,0.41923238764100496
475,1,1.0,1.0,0.43333333333333335,1.0,0.0,1.0,1.0,0.9987086245073568,0.41335605836596473
476,1,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.9994833751212018,0.4449285772193077
477,1,1.0,1.0,0.4666666666666667,1.0,0.0,1.0,1.0,0.9963606941602856,0.44004490330491425
478,1,1.0,1.0,0.5333333333333333,1.0,0.0,1.0,0.9999999,0.9996152847485734,0.47380679767456413
479,1,1.0,1.0,0.43333333333333335,1.0,0.0,1.0,1.0,0.9990179149363134,0.41420983115655613
480,1,1.0,1.0,0.4666666666666667,1.0,0.0,1.0,0.99996865,0.9966964895872475,0.44266856373362545
481,1,1.0,1.0,0.4166666666666667,1.0,0.0,1.0,0.9998754,0.9981174833979422,0.3900968265692849
482,1,1.0,1.0,0.4166666666666667,1.0,0.0,1.0,1.0,0.9963775553301788,0.4090943079850371
483,1,1.0,1.0,0.45,1.0,0.0,1.0,0.999998,0.9993990444690181,0.41677615120443706
484,1,1.0,1.0,0.4,1.0,0.0,1.0,1.0,0.9984161473498233,0.3887322637144465
485,1,1.0,1.0,0.4,1.0,0.0,1.0,1.0,0.9972159849055195,0.3846392418409253
486,1,1.0,1.0,0.3,1.0,0.0,1.0,1.0,0.9994899070699442,0.3439876243262131
