win_idx,label,acc_v,acc_m,acc_u,acc_fused,P_v,P_m,P_u,brightness,multipath_p,emi,w_v,w_m,w_u
523,1,1.0,1.0,1.0,1.0,1.0,0.7844078216483061,0.9270406552260763,0.5329506363949088,0.0,20,0.993268877940324,0.0066928509242848554,0.9890130573694068
524,1,1.0,1.0,1.0,1.0,0.9999956,0.7844076289866896,0.926928899367866,0.770939355845507,0.0,20,0.9998091993050351,0.0066928509242848554,0.9890130573694068
525,1,1.0,1.0,1.0,1.0,1.0,0.7844078764093072,0.9268810580504666,0.4296807431192893,0.0,20,0.9690880054454425,0.0066928509242848554,0.9890130573694068
526,1,1.0,1.0,1.0,1.0,0.9999999,0.7844078761340382,0.9268548710169081,0.48411859429762244,0.0,20,0.9860987661329104,0.0066928509242848554,0.9890130573694068
527,1,1.0,1.0,1.0,1.0,0.9999987,0.7844078722887594,0.9268446830208756,0.2666363061353574,0.0,20,0.730969030567451,0.0066928509242848554,0.9890130573694068
528,1,1.0,1.0,1.0,1.0,0.9998882,0.7844078761278238,0.926992377074672,0.4801775681032647,0.0,20,0.9852646878219258,0.0066928509242848554,0.9890130573694068
529,1,1.0,1.0,1.0,1.0,0.9999021,0.7844078320865823,0.9268144498587568,0.4992648058815529,0.0,20,0.9888925770422511,0.0066928509242848554,0.9890130573694068
530,1,1.0,1.0,1.0,1.0,1.0,0.7844078561496998,0.926903746750327,0.376494201981868,0.0,20,0.9338513648582958,0.0066928509242848554,0.9890130573694068
531,1,1.0,1.0,1.0,1.0,1.0,0.7844078755474463,0.926864051769046,0.4525499960332717,0.0,20,0.9778658307861001,0.0066928509242848554,0.9890130573694068
532,1,1.0,1.0,1.0,1.0,1.0,0.7844078841642479,0.9269826078488029,0.5753938768489851,0.0,20,0.9964274907489138,0.0066928509242848554,0.9890130573694068
533,1,1.0,1.0,1.0,1.0,0.9999995,0.7844260735714166,0.9269161150066361,0.22570932398724386,0.0,20,0.5952326451546907,0.0066928509242848554,0.9890130573694068
534,1,1.0,1.0,1.0,1.0,1.0,0.7844078761570044,0.9271639202909302,0.738640846729082,0.0,20,0.9996903049467892,0.0066928509242848554,0.9890130573694068
535,1,1.0,1.0,1.0,1.0,1.0,0.7844078930110232,0.9270491735357935,0.32489690320572673,0.0,20,0.8668573762627705,0.0066928509242848554,0.9890130573694068
536,1,1.0,1.0,1.0,1.0,1.0,0.7844094609143657,0.9270206104849357,0.5375152129817443,0.0,20,0.993711523996888,0.0066928509242848554,0.9890130573694068
537,1,1.0,1.0,1.0,1.0,1.0,0.7844078759356988,0.9269313594218039,0.34336066169976204,0.0,20,0.8957070766561548,0.0066928509242848554,0.9890130573694068
538,1,1.0,1.0,1.0,1.0,1.0,0.7844078765153941,0.9268681868241712,0.39450149084076636,0.0,20,0.9487058636492718,0.0066928509242848554,0.9890130573694068
539,1,1.0,1.0,1.0,1.0,1.0,0.7844078762809796,0.9269066826563502,0.4980261437908497,0.0,20,0.9886866293624904,0.0066928509242848554,0.9890130573694068
540,1,1.0,1.0,1.0,1.0,0.999987,0.7844078685808472,0.9268795980900258,0.451041079659572,0.0,20,0.9773706052225548,0.0066928509242848554,0.9890130573694068
541,1,1.0,1.0,1.0,1.0,0.99960643,0.7844088794422253,0.9269835482133215,0.528092312597334,0.0,20,0.9927637146913997,0.0066928509242848554,0.9890130573694068
542,1,1.0,1.0,1.0,1.0,1.0,0.7844078752900862,0.9268638272645698,0.4562679231899478,0.0,20,0.9790412765038639,0.0066928509242848554,0.9890130573694068
543,1,1.0,1.0,1.0,1.0,0.9999958,0.784407868290574,0.9269155615335865,0.4564384818254787,0.0,20,0.9790937087706204,0.0066928509242848554,0.9890130573694068
544,1,1.0,1.0,1.0,1.0,0.9995427,0.7844119784279981,0.926907523643315,0.19911567482281686,0.0,20,0.4966838292107035,0.0066928509242848554,0.9890130573694068
545,1,1.0,1.0,1.0,1.0,1.0,0.7844078761532881,0.9270532438529459,0.5452057908378648,0.0,20,0.9943928337284965,0.0066928509242848554,0.9890130573694068
546,1,1.0,1.0,1.0,1.0,1.0,0.784407822291833,0.9269429834954729,0.5640498211863362,0.0,20,0.9957676110791048,0.0066928509242848554,0.9890130573694068
547,1,1.0,1.0,1.0,1.0,0.9999666,0.7844111475126158,0.9271004595245713,0.6713575921486672,0.0,20,0.9991507979762646,0.0066928509242848554,0.9890130573694068
548,1,1.0,1.0,1.0,1.0,0.99997056,0.7844082618746981,0.9268536294139581,0.47234025393102974,0.0,20,0.9834568852214466,0.0066928509242848554,0.9890130573694068
549,1,1.0,1.0,1.0,1.0,1.0,0.7844227776482339,0.9269076391249749,0.4922288741204543,0.0,20,0.987671458776352,0.0066928509242848554,0.9890130573694068
550,1,1.0,1.0,1.0,1.0,1.0,0.7844078762019305,0.9270864417763699,0.6560530982418807,0.0,20,0.9989318906476191,0.0066928509242848554,0.9890130573694068
551,1,1.0,1.0,1.0,1.0,1.0,0.7844078195329185,0.9268119860637261,0.738640846729082,0.0,20,0.9996903049467892,0.0066928509242848554,0.9890130573694068
552,1,1.0,1.0,1.0,1.0,1.0,0.7844079965009951,0.9268406197498095,0.45302898464350283,0.0,20,0.9780208082445975,0.0066928509242848554,0.9890130573694068
553,1,1.0,1.0,1.0,1.0,1.0,0.7844078755127167,0.9269015184359483,0.4371330537552421,0.0,20,0.9722666868960456,0.0066928509242848554,0.9890130573694068
554,1,1.0,1.0,1.0,1.0,0.9999356,0.7844080042693569,0.9268900449679,0.6465708556149733,0.0,20,0.99876883543571,0.0066928509242848554,0.9890130573694068
555,1,1.0,1.0,1.0,1.0,0.99990904,0.7844144316723972,0.9269172004269621,0.5674707602339182,0.0,20,0.9959784627497394,0.0066928509242848554,0.9890130573694068
556,1,1.0,1.0,1.0,1.0,1.0,0.7844078823589428,0.9269911305076225,0.4638841754650578,0.0,20,0.9812615712347389,0.0066928509242848554,0.9890130573694068
557,1,1.0,1.0,1.0,1.0,0.99997056,0.7844099337248761,0.926972932075581,0.47234025393102974,0.0,20,0.9834568852214466,0.0066928509242848554,0.9890130573694068
558,1,1.0,1.0,1.0,1.0,0.9999403,0.7844161906931344,0.926898401290384,0.2516356542617047,0.0,20,0.6845010476583226,0.0066928509242848554,0.9890130573694068
559,1,1.0,1.0,1.0,1.0,1.0,0.7844159721724006,0.9271097791860431,0.6730243612596554,0.0,20,0.9991717487547629,0.0066928509242848554,0.9890130573694068
560,1,1.0,1.0,1.0,1.0,0.997561,0.7844078866540184,0.9270423141205681,0.4900924179195488,0.0,20,0.9872750779978265,0.0066928509242848554,0.9890130573694068
561,1,1.0,1.0,1.0,1.0,1.0,0.7844078761949884,0.927117590470343,0.41537150213620805,0.0,20,0.961968704506695,0.0066928509242848554,0.9890130573694068
